TRANSACTION VALUE,TRANSACTION DATE,CUSTOMER_ID
186.91,2015-12-27,87529958818
205.25,2015-12-04,57598881963
12.90,2015-10-23,97550749987
189.46,2015-12-30,97550749987
344.70,2015-11-20,17574878526
288.23,2015-12-19,17574878526
187.07,2015-12-24,17574878526
206.62,2015-12-30,17574878526
123.38,2015-02-27,07507733116
224.53,2015-10-31,87684021102
355.48,2015-09-29,97537723292
5.58,2015-11-21,97537723292
89.93,2015-12-05,97537723292
16.49,2015-12-11,97537723292
332.80,2015-12-12,97537723292
172.41,2015-08-13,97535969349
57.98,2015-02-22,57606072143
248.71,2015-01-26,87535923383
113.51,2015-08-13,87535923383
186.30,2015-10-26,67685045730
120.14,2015-03-07,67660146301
158.38,2015-02-26,77682020667
264.26,2015-01-29,07643129603
252.80,2015-05-09,17654070581
77.36,2015-10-09,17654070581
198.79,2015-12-28,17654070581
355.36,2015-03-08,47570875864
398.62,2015-04-14,37654055358
475.35,2015-09-05,37654055358
219.22,2015-12-11,37654055358
105.20,2015-12-19,37654055358
40.31,2015-09-15,57663038252
29.03,2015-08-28,07531782697
127.05,2015-12-29,07531782697
55.88,2015-05-30,07593999054
212.20,2015-11-27,37553925893
28.69,2015-12-27,37553925893
391.85,2015-06-15,97547990075
193.08,2015-03-16,67543988153
36.16,2015-09-04,47574819551
60.81,2015-02-13,57694143625
164.43,2015-02-28,47525725273
170.74,2015-12-15,47525725273
163.97,2015-10-07,57659110522
260.65,2015-12-08,57659110522
358.03,2015-12-31,57659110522
362.89,2015-01-28,47522825886
34.38,2015-04-04,47522825886
168.31,2015-06-29,47522825886
290.87,2015-09-24,47522825886
126.81,2015-01-25,77566971382
291.92,2015-12-27,77566971382
265.86,2015-12-28,77566971382
256.28,2015-05-13,47599981022
11.14,2015-07-02,47599981022
113.77,2015-11-29,17567777352
129.86,2015-03-11,57565812643
230.18,2015-07-05,87612007185
283.63,2015-09-07,87612007185
424.58,2015-12-20,77596970430
446.21,2015-11-08,17502870213
334.80,2015-06-09,07557953326
190.07,2015-12-18,37534785113
250.51,2015-12-29,37534785113
166.50,2015-01-30,57604104937
263.38,2015-08-19,57604104937
7.84,2015-12-09,57604104937
204.86,2015-12-09,57604104937
352.14,2015-02-03,07661068619
198.11,2015-08-07,07661068619
150.61,2015-02-24,77693115506
66.44,2015-09-21,77592746713
148.38,2015-08-23,47555927976
71.30,2015-11-12,47555927976
289.12,2015-03-30,07509852712
115.03,2015-06-23,07509852712
221.32,2015-12-26,07509852712
216.93,2015-12-31,07509852712
332.83,2015-09-02,07651113667
82.21,2015-12-03,47518833701
230.12,2015-11-30,57562878204
59.35,2015-11-30,57562878204
56.72,2015-12-20,57562878204
380.59,2015-09-02,77689082180
41.18,2015-04-22,57556759861
441.98,2015-08-18,57556759861
137.41,2015-10-19,57556759861
83.10,2015-09-09,27534841027
20.06,2015-09-21,27534841027
396.12,2015-08-28,97503793709
316.63,2015-10-02,97503793709
289.81,2015-08-09,47697068417
296.95,2015-08-24,47697068417
81.17,2015-06-12,97593904284
205.16,2015-07-25,97593904284
371.35,2015-11-18,97593904284
309.54,2015-09-27,57671080913
360.92,2015-12-03,57671080913
29.71,2015-02-27,27511783038
69.86,2015-06-01,27511783038
246.79,2015-06-20,07569908450
60.37,2015-06-30,07569908450
26.21,2015-12-02,77513794058
339.16,2015-12-05,77513794058
227.66,2015-08-27,77575998397
289.79,2015-06-26,87551803194
80.53,2015-11-17,87551803194
146.55,2015-12-08,87551803194
97.30,2015-12-27,87551803194
23.43,2015-11-10,97584937424
175.61,2015-10-24,47574752985
379.22,2015-12-15,07563726670
189.30,2015-12-20,07563726670
152.25,2015-12-26,07563726670
255.10,2015-12-31,07563726670
55.52,2015-12-30,27685124004
353.27,2015-11-01,77531755570
370.83,2015-11-03,07553929234
189.63,2015-11-13,07553929234
129.18,2015-12-26,07553929234
222.98,2015-12-29,07553929234
176.35,2015-12-29,27647046044
120.16,2015-12-30,87548866215
148.39,2015-12-30,87548866215
154.75,2015-06-14,97510827438
224.63,2015-09-02,47554725709
85.56,2015-11-30,47554725709
295.39,2015-09-05,57607082413
31.85,2015-01-11,77586818850
211.49,2015-06-16,27546940212
69.30,2015-09-05,27546940212
442.15,2015-11-06,27546940212
472.91,2015-11-08,27546940212
215.42,2015-11-09,27546940212
315.49,2015-06-30,57586957665
242.84,2015-09-02,57586957665
330.18,2015-09-30,47541882232
224.32,2015-10-28,27542889963
123.75,2015-09-07,67566762659
147.07,2015-09-24,67566762659
37.53,2015-10-25,57504919943
61.72,2015-12-19,57504919943
141.87,2015-01-24,47523839582
232.08,2015-10-18,47523839582
331.72,2015-12-15,47523839582
45.37,2015-12-30,47523839582
306.41,2015-12-31,47523839582
102.66,2015-04-17,27535966746
229.67,2015-10-13,97699011097
143.27,2015-03-08,27570719123
49.90,2015-06-07,67653081613
21.50,2015-04-21,87517757726
76.23,2015-02-18,07587735329
179.23,2015-01-30,47683124479
168.13,2015-03-10,97692083782
31.69,2015-06-11,97692083782
242.58,2015-10-04,97692083782
124.12,2015-10-05,97692083782
81.02,2015-10-25,57666075988
19.43,2015-11-22,57666075988
208.78,2015-04-28,07576973676
333.76,2015-04-21,87544824804
400.96,2015-02-08,37696083666
90.07,2015-08-03,37696083666
54.97,2015-12-31,37696083666
58.68,2015-12-31,37696083666
368.82,2015-12-31,37696083666
45.92,2015-07-08,07582732945
370.72,2015-12-13,07582732945
203.11,2015-01-09,37522994083
386.87,2015-06-12,07579774165
164.06,2015-01-19,27660050829
33.79,2015-05-17,27660050829
63.12,2015-09-24,27660050829
401.62,2015-09-25,27660050829
206.05,2015-08-17,27518797264
247.35,2015-10-28,27518797264
70.69,2015-11-30,27518797264
80.53,2015-12-14,27518797264
279.39,2015-05-25,57557827783
297.56,2015-07-14,57557827783
283.56,2015-08-31,57557827783
238.42,2015-04-01,57568840869
155.07,2015-03-15,17533936740
78.68,2015-04-21,17533936740
31.09,2015-02-01,17612106917
66.61,2015-10-12,07503979095
17.26,2015-11-10,07503979095
118.48,2015-12-06,07503979095
200.23,2015-10-16,77531849166
104.62,2015-09-25,77557886609
349.82,2015-10-17,77557886609
25.36,2015-11-07,77557886609
254.82,2015-12-08,77557886609
149.76,2015-12-26,77557886609
208.71,2015-03-29,37652037377
231.87,2015-11-22,37652037377
251.64,2015-01-10,07536998421
35.40,2015-11-05,77663072246
36.69,2015-12-15,77663072246
230.06,2015-12-15,77663072246
248.40,2015-12-13,47559967452
399.72,2015-04-21,87607135922
66.64,2015-10-24,87607135922
20.81,2015-10-24,87607135922
178.23,2015-11-06,57585832812
261.71,2015-05-28,47689091573
301.03,2015-06-13,47689091573
312.91,2015-02-13,57604096976
180.08,2015-04-10,77589936818
102.49,2015-08-09,47529832360
56.28,2015-09-13,97628124135
164.23,2015-10-19,97628124135
261.89,2015-12-12,97628124135
205.12,2015-12-30,97628124135
179.29,2015-12-31,97628124135
151.66,2015-12-31,67616065198
305.54,2015-12-31,67616065198
222.50,2015-12-31,67616065198
53.25,2015-12-31,67616065198
256.81,2015-11-22,27691145712
300.88,2015-12-03,27691145712
185.19,2015-12-04,27691145712
102.20,2015-12-16,27691145712
321.94,2015-08-26,97693043472
42.51,2015-12-29,97693043472
124.06,2015-07-17,37557818384
244.56,2015-10-20,37557818384
81.28,2015-10-16,97568835821
230.43,2015-12-06,97568835821
187.18,2015-10-23,37594927178
28.09,2015-03-19,67656086023
246.05,2015-10-06,27656114690
263.90,2015-11-19,27656114690
187.34,2015-11-28,27656114690
358.63,2015-12-19,27656114690
118.95,2015-05-17,27555737686
292.72,2015-11-16,67597885777
246.69,2015-12-30,67597885777
242.82,2015-12-15,87657026475
237.53,2015-08-16,87552720847
178.92,2015-08-30,87552720847
86.91,2015-09-06,87579973081
26.89,2015-08-02,37514829308
190.33,2015-05-06,97558843179
237.91,2015-11-22,37686049904
381.62,2015-11-15,17553871407
280.77,2015-04-15,27615088985
189.39,2015-09-08,27615088985
71.78,2015-11-27,27615088985
296.75,2015-12-27,27615088985
365.98,2015-09-14,67527952798
230.66,2015-08-05,67516993596
74.81,2015-07-10,47616130109
253.28,2015-09-01,47616130109
119.37,2015-07-01,07564810233
206.18,2015-09-19,37639050948
48.36,2015-09-14,07550840584
170.17,2015-10-23,07550840584
11.84,2015-12-19,07550840584
129.08,2015-12-28,07550840584
103.42,2015-12-29,07550840584
181.88,2015-12-29,07550840584
292.26,2015-09-04,57597955224
307.71,2015-10-03,57597955224
161.75,2015-07-06,37571869620
271.26,2015-10-03,37571869620
71.92,2015-05-27,67662057893
176.05,2015-11-24,67662057893
121.43,2015-07-17,27681053839
289.60,2015-11-15,27681053839
300.61,2015-12-03,27681053839
174.08,2015-12-17,27681053839
131.70,2015-10-20,67568936854
226.76,2015-06-19,57562716595
46.10,2015-12-22,57562716595
55.35,2015-08-26,57568842305
121.18,2015-09-22,57568842305
287.14,2015-10-30,57568842305
346.64,2015-12-12,57568842305
70.35,2015-12-17,57568842305
215.47,2015-12-19,57568842305
91.18,2015-01-17,47692084793
219.95,2015-12-18,47692084793
26.98,2015-12-31,47692084793
188.71,2015-12-31,47692084793
12.64,2015-02-27,97509893959
247.62,2015-10-14,97509893959
59.11,2015-12-02,97509893959
232.71,2015-12-09,97509893959
25.92,2015-12-30,97509893959
340.87,2015-12-30,97509893959
50.15,2015-02-19,77614051115
195.25,2015-08-21,77614051115
11.25,2015-05-20,27546859368
361.11,2015-09-23,27546859368
138.97,2015-10-11,27546859368
258.14,2015-10-20,67685087006
421.17,2015-03-12,57528820202
131.06,2015-06-20,57528820202
249.13,2015-12-26,87522754485
265.24,2015-12-12,47554736407
78.61,2015-01-18,17609145415
325.23,2015-06-06,17609145415
9.22,2015-11-06,57603024335
274.08,2015-07-24,27588746644
280.47,2015-09-26,27588746644
135.69,2015-11-16,27588746644
209.25,2015-05-01,67670057354
70.24,2015-05-13,57506768853
206.24,2014-12-31,37504972641
262.54,2015-04-02,37504972641
313.41,2015-11-19,37504972641
312.56,2015-08-16,47531870739
131.10,2015-10-22,47531870739
297.72,2015-09-22,37556887515
10.40,2015-08-24,77518733845
43.87,2015-10-14,77518733845
323.84,2015-11-21,77518733845
251.63,2015-09-18,77509953709
10.98,2015-12-31,37559863320
148.81,2015-07-23,87535728705
18.80,2015-09-15,87535728705
37.71,2015-06-22,27568730698
400.92,2015-01-28,67674113250
239.92,2015-04-02,27634127256
30.56,2015-06-13,27634127256
207.96,2015-07-10,87538964273
247.18,2015-04-15,07508972205
375.88,2015-10-29,07508972205
126.77,2015-11-08,07508972205
398.31,2015-04-15,87696096954
112.62,2015-08-16,27533735437
317.41,2015-09-23,27534736055
323.55,2015-05-25,47582901601
146.79,2015-06-04,47582901601
30.20,2015-10-31,47582901601
68.64,2015-04-14,67588796320
236.03,2015-10-27,07515894298
36.90,2015-11-14,07515894298
66.44,2015-12-27,07515894298
478.04,2015-05-11,67644097178
111.50,2015-11-05,67644097178
121.73,2015-11-25,67644097178
343.56,2015-04-03,37685058032
115.80,2015-07-22,37685058032
309.44,2015-07-01,97693011428
164.24,2015-07-29,97693011428
164.11,2015-11-18,97693011428
164.58,2015-11-20,97693011428
198.39,2015-04-01,77578732989
272.33,2015-04-28,77578732989
86.38,2015-11-23,07662066925
296.08,2015-12-14,07662066925
194.02,2015-12-17,07662066925
121.42,2015-12-20,07662066925
226.69,2015-12-23,07662066925
222.25,2015-06-06,97501776546
328.53,2015-06-19,97501776546
251.50,2015-10-05,47514898786
109.44,2015-12-23,47514898786
229.32,2015-12-28,47514898786
78.54,2015-12-06,77551986409
92.10,2015-12-24,77551986409
71.70,2015-04-08,47567808683
127.62,2015-06-18,77517976660
353.27,2015-04-12,57552744133
477.83,2015-09-02,57552744133
98.44,2015-11-17,57552744133
60.59,2015-11-26,57552744133
68.50,2015-12-21,57552744133
307.73,2015-12-30,57552744133
225.54,2015-12-31,57552744133
123.67,2015-12-31,57552744133
84.67,2015-12-31,57552744133
274.78,2015-07-25,07575960465
222.12,2015-06-12,47673051075
75.20,2015-07-09,47673051075
48.52,2015-10-30,37549802848
210.25,2015-08-16,27516923202
14.82,2015-12-10,27516923202
188.90,2015-12-25,27516923202
228.40,2015-03-24,67687104809
187.33,2015-03-16,77510942127
22.17,2015-10-28,77510942127
224.93,2015-05-05,17536948857
244.64,2015-12-26,17536948857
48.72,2015-12-30,17536948857
17.92,2015-12-30,17536948857
33.95,2015-02-09,97628141138
123.34,2015-06-06,77616075946
355.32,2015-05-03,47624002417
222.14,2015-03-27,77582786479
217.30,2015-08-24,37574982694
181.57,2015-07-12,17671025045
213.35,2015-12-05,67637110661
181.95,2015-06-14,27573846219
283.73,2015-10-08,27573846219
202.98,2015-12-02,27574828939
206.75,2015-04-21,47526789196
64.82,2015-09-19,17549834960
147.35,2015-08-21,87577804974
86.01,2015-12-08,87577804974
107.80,2015-12-22,87577804974
341.93,2015-12-31,87577804974
194.12,2015-12-31,87577804974
374.17,2015-05-12,87501988461
227.30,2015-05-02,77532898161
228.69,2015-05-20,77532898161
134.42,2015-03-14,07605063220
326.41,2015-04-15,17556764299
50.39,2015-12-11,17556764299
238.26,2015-07-10,87549752979
194.55,2015-03-26,07536776764
25.18,2015-01-24,07502979486
201.72,2015-02-01,07502979486
229.65,2015-03-04,07502979486
190.51,2015-09-22,87537942076
306.44,2015-11-02,37627094860
123.55,2015-07-03,77671012108
96.89,2015-12-19,77671012108
84.26,2015-01-06,17661020359
153.61,2015-01-09,97673079648
117.83,2015-04-30,97673079648
130.76,2015-09-09,97673079648
354.74,2015-06-04,07508735910
48.62,2015-06-05,07508735910
233.50,2015-07-03,07508735910
118.76,2015-06-24,67551898681
102.70,2015-07-18,67551898681
124.09,2015-07-28,87664041972
63.77,2015-07-29,37565908949
86.23,2015-08-10,37565908949
423.57,2015-02-09,87623146210
12.41,2015-05-12,87623146210
321.25,2015-01-29,37596951124
262.30,2015-11-10,37596951124
224.55,2015-12-13,37596951124
132.08,2015-06-17,77576992989
226.85,2015-09-22,77576992989
197.61,2015-10-03,97698123062
197.98,2015-11-08,97698123062
359.41,2015-12-25,97698123062
226.73,2015-12-31,97698123062
223.16,2015-12-31,97698123062
423.17,2015-12-31,97698123062
457.88,2015-04-19,07594862779
376.61,2015-11-22,07594862779
64.78,2015-12-14,07594862779
86.89,2015-12-29,07594862779
210.44,2015-12-30,07594862779
238.71,2015-03-30,97589849785
213.87,2015-11-07,97589849785
273.60,2015-08-25,87599800361
452.46,2015-09-16,87599800361
366.09,2015-09-25,27515776012
107.59,2015-11-27,27515776012
420.59,2015-11-29,27515776012
130.17,2015-07-01,77668089146
90.56,2015-12-01,77668089146
255.73,2015-12-22,77668089146
176.02,2015-10-09,87606135869
132.65,2015-02-12,27549792922
69.25,2015-03-12,27549792922
138.86,2015-12-07,77548764210
37.44,2015-12-18,77548764210
61.16,2015-12-29,77548764210
216.80,2015-12-31,77548764210
60.94,2015-12-31,77548764210
327.18,2015-12-31,77548764210
144.82,2015-08-12,37561903610
263.58,2015-09-03,67535720419
281.46,2015-10-13,67535720419
83.86,2015-04-18,87521817988
170.85,2015-01-11,27597952827
254.05,2015-01-18,37588999953
130.10,2015-12-11,37588999953
194.77,2015-06-10,77583872653
159.76,2015-10-15,77583872653
88.66,2015-01-11,97643086514
212.18,2015-12-18,97643086514
184.05,2015-12-22,97643086514
192.66,2015-11-05,17521905281
143.77,2015-11-29,17521905281
69.13,2015-02-05,27557995375
419.62,2015-12-06,77502833803
217.81,2015-05-11,57587819510
186.74,2015-09-18,57587819510
365.10,2015-05-20,37692081633
233.08,2015-01-14,47636137923
137.85,2015-07-16,47636137923
172.08,2015-08-25,47636137923
172.25,2015-12-13,47636137923
108.48,2015-12-22,47636137923
145.19,2015-05-28,07517900728
12.38,2015-02-25,17663023329
201.95,2015-08-07,47616008268
239.01,2015-09-19,97684145872
421.75,2015-11-25,97684145872
156.24,2015-12-17,97684145872
159.16,2015-05-31,57516829108
10.33,2015-02-12,57571723770
57.81,2015-04-20,57571723770
10.99,2015-10-22,27518940786
73.66,2015-09-22,67507873716
169.34,2015-11-01,97624075454
243.16,2015-08-21,27590747769
212.33,2015-11-16,27590747769
24.43,2015-02-05,27554930432
131.26,2015-06-25,17644049750
118.02,2015-01-04,27625019849
149.61,2015-05-10,27625019849
476.22,2015-12-30,07640011324
184.02,2015-12-30,07640011324
192.20,2015-12-30,07640011324
26.98,2015-04-13,77538739613
42.14,2015-10-10,77538739613
249.93,2015-03-11,57622101374
120.87,2015-06-24,27571889902
39.44,2015-08-28,27571889902
339.06,2015-04-17,97688099542
234.03,2015-04-04,97510864951
232.03,2015-04-19,67535865717
405.38,2015-11-07,67535865717
147.07,2015-06-06,47523967218
101.46,2015-10-02,57518742980
168.32,2015-07-20,87626034518
56.02,2015-03-30,27647144105
543.48,2015-06-18,27647144105
58.23,2015-11-13,47524929531
207.26,2015-12-19,47524929531
289.65,2015-05-13,77611094692
189.96,2015-11-04,77611094692
245.74,2015-03-05,17609024922
121.20,2015-10-20,17609024922
278.52,2015-02-19,67649060518
91.09,2015-11-01,67649060518
265.00,2015-03-21,67557791676
67.77,2015-08-21,27561774088
112.79,2015-10-21,27561774088
49.90,2015-12-07,87529870930
283.27,2015-12-14,87529870930
136.77,2015-12-18,87529870930
35.77,2015-12-28,87529870930
306.69,2015-12-29,87529870930
93.49,2015-01-05,87541959105
341.50,2015-05-13,87541959105
378.97,2015-10-01,77510876774
234.54,2015-12-31,77510876774
155.04,2015-12-31,77510876774
302.91,2015-05-08,17580832257
322.82,2015-05-15,57527900277
205.42,2015-07-05,57527900277
189.68,2015-12-25,57527900277
119.49,2015-01-27,87593845067
101.47,2015-02-07,87593845067
287.02,2015-03-12,67521790654
258.76,2015-10-28,67521790654
33.37,2015-08-10,47512776911
202.30,2015-05-30,37536920380
59.08,2015-10-26,07513804141
258.00,2015-12-13,07513804141
10.44,2015-12-21,07513804141
26.95,2015-12-31,07513804141
193.73,2015-03-09,77568905232
191.92,2015-11-23,77568905232
234.89,2015-08-11,17507778690
98.61,2015-07-20,17514987124
167.94,2015-04-01,17638071999
11.25,2015-08-17,17638071999
272.18,2015-04-15,57588908187
460.65,2015-04-29,57588908187
300.10,2015-10-27,57588908187
231.96,2015-11-05,57588908187
154.87,2015-11-12,57588908187
11.23,2015-10-15,87627057024
451.48,2015-11-28,87627057024
240.60,2015-12-17,87573972569
325.75,2015-12-20,87573972569
11.49,2015-08-06,87554916495
102.57,2015-06-11,37650003177
147.26,2015-05-19,27527938651
167.64,2015-08-13,27527938651
160.83,2015-12-14,27527938651
340.98,2015-12-24,27527938651
233.93,2015-08-28,57515978339
259.82,2015-12-17,57515978339
202.35,2015-12-18,57515978339
68.93,2015-12-25,57515978339
179.52,2015-08-30,97511779087
253.79,2015-10-25,97511779087
76.22,2015-09-06,57594858358
172.64,2015-05-04,87684036179
253.12,2015-05-19,87684036179
255.47,2015-02-19,87550816032
104.65,2015-05-14,87550816032
186.55,2015-07-29,27561879882
76.36,2015-11-13,27561879882
245.86,2015-10-29,97546944278
39.24,2015-04-23,87564863731
322.92,2015-05-31,87564863731
316.34,2015-10-08,87564863731
167.30,2015-12-21,87564863731
151.53,2015-12-05,27687040835
102.93,2015-03-04,57567807883
39.45,2015-06-27,17599788816
218.81,2015-08-30,17599788816
160.37,2015-02-21,97592992910
313.61,2015-05-09,97565832129
187.24,2015-06-28,57545894333
73.11,2015-11-08,57545894333
169.68,2015-11-09,77500722833
230.58,2015-11-17,77500722833
112.35,2015-12-30,77500722833
25.55,2015-12-30,77500722833
210.22,2015-12-16,97663035766
206.08,2015-06-11,67588944680
447.86,2015-07-29,67601044416
152.53,2015-11-06,67601044416
95.45,2015-04-04,67698082178
67.95,2015-12-08,67698082178
263.54,2015-12-21,67698082178
186.39,2015-12-28,67698082178
194.30,2015-05-18,47586801597
296.07,2015-10-05,47586801597
83.05,2015-03-23,77660115915
413.69,2015-12-07,87516921384
143.59,2015-12-29,87516921384
167.74,2015-12-31,87516921384
337.72,2015-12-31,87516921384
32.21,2015-12-31,87516921384
308.72,2015-01-17,37513955696
266.17,2015-03-19,37513955696
225.62,2015-03-23,37513955696
168.24,2015-05-22,47675023774
419.34,2015-05-28,47675023774
286.93,2015-11-26,47675023774
419.89,2015-12-26,47675023774
92.16,2015-12-29,47675023774
277.37,2015-09-29,87533868043
124.26,2015-12-10,87533868043
114.85,2015-12-19,87533868043
147.77,2015-07-01,97559718706
311.79,2015-02-09,97512946971
300.23,2015-03-01,97512946971
18.89,2015-04-11,97512946971
35.77,2015-10-07,97512946971
158.28,2015-07-12,87512816062
29.61,2015-05-22,67551805920
52.77,2015-06-12,37593812319
260.74,2014-12-31,97677086119
316.09,2015-02-10,97677086119
99.93,2015-08-19,57531752595
92.70,2015-09-12,57531752595
102.74,2015-11-27,97541817361
317.35,2015-11-30,97541817361
187.13,2015-12-06,87558756607
284.28,2015-09-08,17503908087
82.55,2015-12-19,57554802351
208.83,2015-02-26,97555940756
390.61,2015-09-06,97555940756
152.23,2015-09-08,97555940756
334.81,2015-04-06,07562952319
187.70,2015-06-16,87583753940
320.07,2015-02-03,07698036948
124.55,2015-08-15,07698036948
189.54,2015-08-15,07698036948
97.47,2015-09-23,07698036948
141.99,2015-04-04,57536893675
172.44,2015-11-30,57536893675
134.00,2014-12-31,87683068038
320.47,2015-12-11,87683068038
176.68,2015-05-22,47574783998
19.82,2015-08-01,47574783998
150.93,2015-12-28,47574783998
9.58,2015-12-31,47574783998
272.56,2015-07-28,17588776823
122.29,2015-08-13,17588776823
116.16,2015-06-14,97593842869
139.23,2015-12-02,97593842869
374.06,2015-12-18,97520856991
377.07,2015-03-23,17592927295
316.69,2015-04-17,17592927295
357.34,2015-11-06,17592927295
365.53,2015-04-30,57652024080
240.24,2015-09-30,57652024080
105.60,2015-06-14,97667014444
179.09,2015-12-25,97667014444
238.18,2015-12-26,97667014444
40.89,2015-07-30,17589715011
203.01,2015-12-10,17589715011
236.17,2015-12-17,17589715011
158.89,2015-12-03,17530974205
308.18,2015-09-17,47586956927
242.07,2015-10-18,47586956927
52.43,2015-07-29,97530780069
24.85,2015-09-13,97530780069
107.23,2015-09-29,47500744519
119.59,2015-10-03,47500744519
333.72,2015-12-30,47500744519
250.19,2015-08-27,07633103287
422.64,2015-11-26,67589753301
479.23,2015-12-15,67589753301
98.22,2015-01-30,87603057816
225.90,2015-05-19,67630078886
416.25,2015-10-18,67630078886
496.58,2015-11-16,67630078886
236.35,2015-11-30,67630078886
203.04,2015-12-16,67630078886
117.12,2015-12-31,67630078886
113.83,2015-10-21,57547950921
288.11,2015-07-25,17661020462
157.33,2015-11-04,97520817474
234.74,2015-11-06,97520817474
244.20,2015-12-11,97520817474
214.69,2015-01-18,77503800254
73.75,2015-09-05,77503800254
380.07,2015-12-22,77503800254
194.01,2015-10-01,37601124317
198.20,2015-12-28,37601124317
37.61,2015-12-30,37601124317
78.24,2015-12-31,37601124317
419.36,2015-03-28,47544764815
462.47,2015-04-24,47544764815
29.53,2015-04-29,37561758549
335.96,2015-12-30,97537907646
191.29,2015-05-25,37685050828
74.28,2015-11-23,37685050828
188.65,2015-01-07,07628070245
146.45,2015-09-19,07628070245
282.17,2015-10-29,07628070245
102.10,2015-06-23,07514791031
41.68,2015-12-04,57615017127
139.05,2015-01-12,87663117759
125.36,2015-10-05,87663117759
159.08,2015-12-03,87663117759
562.77,2015-12-27,87663117759
39.40,2015-12-30,87663117759
436.77,2015-05-28,67570919481
161.69,2015-07-11,77554933404
84.37,2015-09-16,77554933404
359.27,2015-08-12,17535850148
440.84,2015-03-24,47595806116
19.26,2015-02-04,17559877005
232.34,2015-04-28,17559877005
379.98,2015-11-08,17559877005
21.23,2015-12-13,17559877005
142.40,2015-01-22,67531905598
185.20,2015-08-20,67531905598
153.45,2015-07-19,97678076696
170.28,2015-12-12,47672061815
278.36,2015-05-17,67593877891
238.40,2015-09-18,37697124869
122.03,2015-12-10,37697124869
301.93,2015-11-24,67616104963
258.54,2015-10-10,97699106456
9.14,2015-11-15,97699106456
222.53,2015-12-17,97699106456
326.93,2015-12-24,97699106456
360.92,2015-06-01,87659059705
343.30,2015-08-24,87659059705
193.69,2015-05-19,07649059364
193.26,2015-01-19,07629080409
275.27,2015-02-27,97561872912
189.67,2015-03-09,57610001555
243.51,2015-04-20,57610001555
242.09,2015-09-03,57610001555
96.42,2015-09-15,57593786948
201.71,2015-10-14,57593786948
33.60,2015-10-24,27546766328
95.41,2015-11-13,27546766328
193.09,2015-02-26,97556776476
272.41,2015-07-25,97556776476
312.37,2015-12-22,97556776476
283.09,2015-11-25,17573901485
187.86,2015-12-12,17573901485
221.77,2015-09-21,77544917998
131.48,2015-11-27,77544917998
26.26,2015-12-14,77544917998
237.33,2015-12-29,77544917998
158.33,2015-12-31,77544917998
280.10,2015-04-02,57597967343
164.14,2015-09-08,57597967343
308.08,2015-09-22,57597967343
253.53,2015-12-19,57597967343
454.25,2015-02-20,17649105008
