TRANSACTION VALUE,TRANSACTION DATE,CUSTOMER_ID
56.52,2015-09-08,97560892156
160.06,2015-10-25,97560892156
107.20,2015-11-01,97560892156
475.56,2015-11-23,87647073637
110.34,2015-12-20,87647073637
191.15,2015-12-25,87647073637
430.86,2015-12-27,87647073637
176.90,2015-03-08,17656108073
210.01,2015-10-13,17656108073
326.78,2015-12-12,17656108073
361.21,2015-07-14,57562881812
206.41,2015-10-07,07566911281
201.87,2015-11-27,07566911281
172.79,2015-05-15,27603130611
354.96,2015-10-08,27603130611
185.97,2015-12-28,27603130611
283.83,2015-12-30,27603130611
155.90,2015-12-30,27603130611
166.23,2015-12-30,27603130611
173.09,2015-01-10,27536861932
60.88,2015-10-28,27656107588
339.69,2015-01-26,37537798166
331.01,2015-04-07,37537798166
65.99,2015-07-22,37537798166
196.10,2015-11-24,37537798166
25.84,2015-09-10,37526912912
272.49,2015-10-10,37526912912
218.65,2015-12-11,37526912912
120.97,2015-05-09,97537952803
206.55,2015-06-02,97537952803
207.09,2015-06-16,97537952803
83.77,2015-11-13,57538934729
87.66,2015-12-27,57538934729
196.55,2015-12-30,57538934729
181.24,2015-12-31,57538934729
306.32,2015-01-08,87629013022
101.64,2015-02-03,87629013022
344.76,2015-04-26,17584924089
349.23,2015-08-13,17584924089
44.07,2015-09-14,17584924089
432.97,2015-02-21,47566797330
176.77,2015-11-12,47566797330
459.54,2015-08-05,07512938973
79.92,2015-08-22,47546840172
268.32,2015-10-27,87503846801
187.09,2015-05-23,87557785697
267.56,2015-12-09,87557785697
504.03,2015-12-25,57665022484
298.58,2015-03-06,97538756136
125.64,2015-07-26,97538756136
34.68,2015-11-28,97538756136
35.24,2015-12-18,97538756136
181.27,2015-07-09,27576881937
53.97,2015-12-04,27576881937
110.80,2015-04-27,17521768642
268.12,2015-06-06,17521768642
46.10,2015-04-23,57650075903
189.35,2015-05-06,57650075903
175.44,2015-10-26,77539978673
193.50,2015-11-28,77539978673
49.05,2015-12-28,77539978673
116.51,2015-03-30,37683018457
92.56,2015-09-18,37683018457
51.09,2015-09-22,37683018457
7.67,2015-01-23,17691044505
207.58,2015-10-29,17691044505
415.30,2015-10-25,07636063953
259.73,2015-11-23,07636063953
100.72,2015-11-25,07636063953
57.52,2015-12-19,07636063953
263.57,2015-01-24,37523923057
244.76,2015-11-20,17519963237
72.26,2015-11-25,17519963237
429.18,2015-11-29,17519963237
289.36,2015-05-19,07559736178
192.10,2015-07-06,47695036565
180.05,2015-10-16,67525744644
81.58,2015-05-01,87628127241
350.06,2015-06-25,87628127241
191.70,2015-12-08,87628127241
250.37,2015-07-30,07610113897
284.48,2015-09-21,07610113897
125.58,2015-01-30,97614092825
146.16,2015-06-28,97614092825
269.74,2015-09-21,97614092825
32.69,2015-10-19,97614092825
59.38,2015-11-03,97687034418
112.93,2015-12-22,77522749657
190.86,2015-07-22,27573891655
166.47,2015-02-05,87606052353
318.73,2015-09-10,87606052353
177.71,2015-05-04,57583932614
73.13,2015-11-17,57563902448
248.69,2015-12-03,57563902448
242.81,2015-12-11,57563902448
205.56,2015-06-14,37572916396
396.39,2015-12-18,07592807075
147.93,2015-12-25,07592807075
438.08,2015-12-27,07592807075
250.42,2015-11-13,97531867488
204.71,2015-12-25,97531867488
48.30,2015-08-11,67562866024
152.49,2015-08-26,67562866024
184.49,2015-04-19,47571783447
84.21,2015-11-06,77573810052
17.62,2015-12-24,77573810052
165.34,2015-06-23,27569765128
52.24,2015-10-06,27569765128
282.17,2015-12-27,27569765128
223.74,2015-03-24,97594963872
185.39,2015-06-04,67516911993
207.20,2015-08-10,67516911993
194.25,2015-09-26,67516911993
223.97,2015-06-23,17528750955
178.86,2015-12-31,17528750955
203.76,2015-12-31,17528750955
213.14,2015-12-31,17528750955
155.90,2015-08-13,47601133261
52.44,2015-09-08,47601133261
115.87,2015-06-01,67640120767
281.73,2015-09-16,67640120767
282.48,2015-12-18,67640120767
73.77,2015-12-31,67640120767
149.10,2015-04-10,87568826667
272.32,2015-05-02,67543935965
129.45,2015-05-17,67550994565
211.41,2015-06-02,67550994565
299.71,2015-10-05,47597830949
97.46,2015-11-22,17535823642
170.33,2015-12-23,17535823642
281.06,2015-08-02,17559870644
90.33,2015-10-18,17559870644
28.02,2015-12-03,37506789562
332.87,2015-12-07,37506789562
340.33,2015-01-23,27512722428
348.95,2015-03-06,27512722428
67.90,2015-08-09,27512722428
56.55,2015-11-11,27512722428
300.45,2015-06-01,27693120407
390.84,2015-12-21,27693120407
182.52,2015-12-21,27693120407
23.34,2015-12-31,27693120407
206.18,2015-12-31,27693120407
183.75,2015-12-08,17633040946
332.28,2015-03-10,27524985395
30.12,2015-05-19,27524985395
225.79,2015-06-27,27524985395
152.03,2015-05-16,27583721491
123.24,2015-07-25,27583721491
157.50,2015-07-31,37614041217
210.61,2015-06-20,37655057922
15.21,2015-11-29,37655057922
34.70,2015-12-14,37655057922
9.46,2015-11-06,27502748357
178.18,2015-12-08,27502748357
132.88,2015-12-08,27502748357
186.57,2015-05-22,87530729400
238.96,2015-10-03,87530729400
285.32,2015-10-09,87530729400
237.29,2015-02-27,97652057847
147.21,2015-05-25,77510945492
29.92,2015-11-18,77510945492
303.73,2015-12-03,77510945492
360.25,2015-12-10,77510945492
448.87,2015-12-30,77510945492
278.82,2015-07-05,07540854037
127.88,2015-10-15,07540854037
343.27,2015-10-04,67554851199
343.09,2015-04-23,47589790068
335.83,2015-03-19,07637088278
200.16,2015-09-25,57513829254
95.69,2015-05-10,07646059003
56.06,2015-07-18,27590815823
311.55,2015-11-12,27590815823
294.47,2015-01-09,87506744877
63.99,2015-05-12,87506744877
269.48,2015-10-29,87506744877
56.50,2015-08-12,57579749418
82.15,2015-12-15,17551750336
70.46,2015-09-16,87583828348
44.63,2015-10-02,87583828348
307.61,2015-03-13,57529904818
95.66,2015-10-16,57529904818
71.48,2015-10-12,67527824357
129.98,2015-11-30,67527824357
199.66,2015-12-02,67527824357
53.35,2015-12-28,67527824357
268.11,2015-12-28,67527824357
462.62,2015-05-23,87572941587
73.81,2015-08-14,87653103562
253.63,2015-12-30,87653103562
112.70,2015-12-31,87653103562
31.75,2015-12-31,87653103562
398.74,2015-12-31,87653103562
308.74,2015-07-26,67538946526
233.43,2015-06-25,27552728094
225.55,2015-07-19,27552728094
233.32,2015-10-13,37675144345
332.76,2015-11-28,37675144345
43.78,2015-09-20,47520962390
289.19,2015-10-02,27536757176
8.17,2015-07-12,07646095713
62.19,2015-08-05,07646095713
190.06,2015-10-26,07646095713
134.41,2015-12-17,07646095713
163.19,2015-03-13,17530813447
19.32,2015-01-10,57552914924
135.11,2015-01-19,37528988172
316.78,2015-05-17,37528988172
214.85,2015-01-23,77545872620
289.13,2015-07-15,77545872620
336.77,2015-10-31,77545872620
281.06,2015-11-12,77545872620
336.14,2015-12-18,17693109890
308.81,2015-12-29,17693109890
388.58,2015-03-15,37527738681
147.17,2015-07-05,77677037499
244.32,2015-10-07,77677037499
191.63,2015-03-03,27554913961
201.65,2015-10-17,27554913961
250.09,2015-11-19,27554913961
174.69,2015-12-11,27554913961
231.05,2014-12-31,37648072587
292.23,2015-10-15,37648072587
124.39,2015-12-08,37648072587
368.38,2015-02-17,17554787797
143.20,2015-04-26,17554787797
257.12,2015-12-01,17554787797
136.93,2015-10-15,37610090269
205.13,2015-12-26,37610090269
151.22,2015-06-02,67669107223
293.32,2015-03-19,37515897036
106.24,2015-11-30,37515897036
363.53,2015-09-25,97531871884
46.59,2015-01-24,07611131929
300.47,2015-09-04,07611131929
389.09,2015-12-24,07611131929
400.12,2015-12-25,07611131929
96.53,2015-12-31,77575980660
408.66,2015-12-21,97540895172
107.44,2015-06-12,97630040252
132.39,2015-06-15,97630040252
191.49,2015-07-03,97630040252
31.26,2015-11-19,07520743730
34.69,2015-12-18,07520743730
252.46,2015-06-13,37637051087
29.67,2015-08-09,37637051087
142.97,2015-09-10,37637051087
65.17,2015-02-02,47519857364
258.30,2015-05-07,47519857364
9.09,2015-06-08,47519857364
198.58,2015-09-01,37646126231
63.19,2015-09-18,37646126231
323.04,2015-10-28,37646126231
58.32,2015-11-03,37646126231
37.96,2015-05-15,07523804276
118.46,2015-03-28,97571963041
156.70,2015-12-16,67698018106
14.60,2015-12-29,67698018106
66.38,2015-10-15,07535982347
240.23,2015-12-03,07535982347
102.21,2015-12-11,07535982347
352.49,2015-03-19,97611109224
69.65,2015-12-27,07675052505
186.22,2015-05-21,27598895877
57.22,2015-08-07,27598895877
350.54,2015-09-08,67657103992
170.62,2015-11-30,67657103992
210.89,2015-12-09,67657103992
80.56,2015-12-25,67657103992
221.12,2015-09-03,97674114233
38.22,2015-10-12,97674114233
221.65,2015-11-24,17561753500
277.80,2015-12-18,17561753500
522.67,2015-12-26,17561753500
178.81,2015-12-28,17561753500
64.93,2015-12-29,17561753500
123.00,2015-07-27,77501870855
152.37,2015-10-09,77501870855
66.27,2015-10-29,77501870855
99.42,2015-10-31,77501870855
243.75,2015-10-29,57512930758
138.10,2015-06-04,97572738780
333.99,2015-07-08,97545846368
406.43,2015-08-24,97545846368
168.88,2015-12-02,97550939236
56.27,2015-12-23,97550939236
173.88,2015-05-25,57667083077
459.83,2015-07-12,57667083077
83.40,2015-07-22,57667083077
26.57,2015-07-01,17637091387
369.30,2015-11-15,27598825174
327.84,2015-12-31,27598825174
104.05,2015-12-31,27598825174
208.04,2015-12-31,27598825174
195.08,2015-12-31,27598825174
462.41,2015-02-14,97592884308
155.45,2015-12-22,17626002919
377.95,2015-12-30,17626002919
82.48,2015-09-10,27520760642
222.04,2015-11-09,27520760642
152.66,2015-04-03,47561753907
91.08,2015-11-27,77505786719
8.87,2015-11-12,77630041458
39.98,2015-09-13,57557843420
72.58,2015-12-29,57557843420
287.63,2015-11-01,47593813260
237.17,2015-02-21,47654113299
203.16,2015-11-17,67679051325
252.71,2015-03-11,97573938686
191.66,2015-07-17,07578833399
165.92,2015-11-17,67597908690
341.51,2015-02-08,37689143637
48.94,2015-12-18,37689143637
392.39,2015-12-30,37689143637
164.97,2015-05-23,67517798809
54.59,2015-12-10,67517798809
238.76,2015-08-03,07521925518
20.07,2015-02-15,97677000881
196.98,2015-10-25,97677000881
262.62,2015-11-26,97677000881
116.68,2015-12-11,97677000881
219.87,2015-07-23,87546963352
366.08,2015-10-18,77543769978
396.97,2015-10-11,17680055733
280.76,2015-12-27,17680055733
453.71,2015-12-29,17680055733
336.75,2015-03-25,07640049106
76.86,2015-05-11,07640049106
502.41,2015-06-20,07640049106
481.36,2015-11-12,07640049106
453.66,2015-11-19,57506880149
95.51,2015-01-05,27670083076
427.26,2015-01-17,27670083076
106.40,2015-03-20,67635132268
213.61,2015-08-02,67635132268
256.41,2015-08-28,67635132268
129.15,2015-12-14,67635132268
241.54,2015-12-31,67635132268
43.17,2015-12-28,97523945107
152.34,2015-02-08,97605104177
7.35,2015-07-28,77674133064
95.96,2015-12-20,77674133064
94.52,2015-12-31,77674133064
88.25,2015-06-08,57582955861
60.76,2015-09-11,57582955861
195.36,2015-04-04,07682054456
429.03,2015-11-28,87673029946
120.37,2015-04-05,67539828632
299.15,2015-11-22,67539828632
144.86,2015-05-30,87584864271
278.53,2015-07-15,87584864271
283.50,2015-11-12,67591775794
234.04,2015-07-15,57544943400
30.37,2015-05-18,17610143046
159.76,2015-08-07,27643029599
474.57,2015-06-23,27603067411
105.10,2015-03-02,37508993525
97.00,2015-12-02,37508993525
128.09,2015-12-21,37508993525
203.41,2015-02-11,57512751964
187.38,2015-07-15,57512751964
147.50,2015-11-05,57512751964
280.33,2015-11-26,57512751964
263.15,2015-08-12,97613024969
315.13,2015-11-01,97682049417
353.42,2015-11-26,97682049417
433.50,2015-12-31,97682049417
234.52,2015-05-01,17501763519
229.17,2015-09-02,17501763519
335.54,2015-12-15,17501763519
177.45,2015-12-29,17501763519
31.73,2015-04-01,67575995552
80.89,2015-08-26,67575995552
291.88,2015-10-20,67575995552
95.87,2015-11-17,67575995552
201.14,2015-12-14,67575995552
261.28,2015-05-19,07639059858
143.18,2015-07-26,07639059858
456.01,2015-12-21,07639059858
192.61,2015-11-20,57622006865
379.10,2015-11-26,57622006865
172.64,2015-12-26,57622006865
7.96,2015-12-27,57622006865
230.64,2015-06-17,17558791062
195.72,2015-06-27,67506915489
365.02,2015-09-19,87594793492
88.55,2015-08-22,27503844420
260.02,2015-10-11,27503844420
244.32,2015-02-05,77680008616
284.37,2015-08-27,77680008616
47.12,2015-04-09,17540964495
121.49,2015-05-24,07531796324
40.97,2015-08-07,07531796324
23.54,2015-12-20,07531796324
73.76,2015-08-17,57644003540
257.42,2015-11-19,57644003540
197.18,2015-03-13,97584795151
417.12,2015-07-25,97584795151
185.82,2015-12-27,97584795151
200.11,2015-06-19,57523917002
327.84,2015-08-05,57523917002
268.69,2015-07-27,37669039204
124.72,2015-02-21,27527780528
329.51,2015-07-01,87514848733
435.86,2015-12-31,87571761437
414.70,2015-06-18,77589941242
194.96,2015-08-13,77589941242
95.45,2015-09-06,77589941242
278.04,2015-10-29,77589941242
336.70,2015-05-26,27631048954
103.27,2015-07-24,27631048954
254.21,2015-12-18,27631048954
169.99,2015-12-30,27631048954
138.83,2015-12-30,27631048954
388.30,2015-12-30,27631048954
271.34,2015-11-27,17651005285
89.28,2015-12-28,17651005285
372.08,2015-12-28,17651005285
192.95,2015-12-30,17651005285
282.62,2015-12-31,17651005285
154.74,2015-08-07,87567724758
7.85,2015-07-11,77562760792
233.42,2015-11-11,77562760792
126.33,2015-05-16,27503994992
384.99,2015-09-08,27503994992
19.17,2015-12-15,27503994992
126.65,2015-12-27,27503994992
264.64,2015-12-28,27503994992
49.17,2015-01-29,07554805313
205.25,2015-09-20,07554805313
410.57,2015-09-28,07554805313
131.92,2015-11-05,07554805313
160.64,2015-06-08,87657111593
215.74,2015-12-09,87657111593
199.21,2015-12-24,87657111593
325.82,2015-12-24,87657111593
53.45,2015-06-21,57647071964
390.73,2015-09-15,57647071964
99.47,2015-02-26,97559820187
71.26,2015-06-29,97559820187
179.84,2015-11-20,97559820187
460.73,2015-11-21,57506765793
366.67,2015-11-22,57506765793
39.35,2015-11-13,97604031077
195.77,2015-03-29,17624103566
225.36,2015-08-01,17624103566
263.98,2015-09-28,17624103566
77.25,2015-11-07,17624103566
221.15,2015-12-20,17624103566
323.99,2015-07-25,07568805763
116.23,2015-10-30,07568805763
37.86,2015-12-08,07568805763
282.41,2015-12-17,07568805763
186.35,2015-10-01,37550743981
31.61,2015-05-09,07659029982
180.97,2015-10-15,07659029982
12.06,2015-11-08,07659029982
258.10,2015-12-20,07659029982
17.93,2015-11-01,47653084710
11.59,2015-05-02,77551747330
248.73,2015-12-15,77551747330
244.16,2015-02-19,07530825950
394.27,2015-07-02,07675021273
156.21,2015-08-27,87606053820
35.59,2015-02-06,87553992784
188.94,2015-06-06,87553992784
189.04,2015-01-25,47588964029
144.10,2015-04-20,07542751806
391.67,2015-10-19,07542751806
166.83,2015-03-22,87579906045
354.01,2015-07-25,87579906045
230.87,2015-02-23,37526862829
119.46,2015-06-17,27632123915
62.78,2015-08-24,27632123915
188.26,2015-09-04,27632123915
250.56,2015-09-09,27632123915
323.54,2015-10-02,87698031680
391.43,2015-12-07,87698031680
241.30,2015-05-26,17510898048
297.63,2015-07-07,17510898048
25.33,2015-08-05,17510898048
206.89,2015-10-14,17510898048
57.07,2015-10-19,17510898048
169.37,2015-07-29,87667028226
64.91,2015-09-11,87667028226
292.58,2015-01-25,27688064625
47.72,2015-05-07,97633001703
87.81,2015-08-03,97633001703
80.76,2015-10-23,97633001703
374.37,2015-07-27,07576948594
278.34,2015-10-16,07576948594
30.19,2015-06-09,87513943372
308.42,2015-07-12,87513943372
440.23,2015-12-02,87513943372
370.25,2015-11-18,47551781207
165.41,2015-03-19,37589726885
80.72,2015-09-26,87675092682
82.62,2015-12-03,87675092682
364.44,2015-12-10,87675092682
352.35,2015-11-26,97585716972
67.24,2015-11-28,97585716972
280.13,2015-12-31,97585716972
294.64,2015-12-31,97585716972
284.74,2015-06-10,37652010052
311.20,2015-10-18,37652010052
281.84,2015-11-09,37652010052
284.64,2015-04-30,17634109524
189.67,2015-06-15,17634109524
32.52,2015-07-24,17634109524
154.67,2015-09-04,17634109524
40.62,2015-11-28,17634109524
318.69,2015-02-17,47697016275
113.37,2015-10-23,17612016758
22.88,2015-11-29,17612016758
279.46,2015-05-13,37594797695
190.27,2015-03-17,87658147681
407.16,2015-06-25,27510792564
53.51,2015-04-08,57570767801
344.93,2015-10-04,57570767801
102.39,2015-09-18,77673147932
57.69,2015-02-13,97682012727
77.19,2015-07-25,97682012727
91.36,2015-11-09,97682012727
50.31,2015-07-01,67564773501
335.68,2015-07-22,67564773501
218.51,2015-03-06,47575912780
131.17,2015-09-14,77563872976
8.94,2015-02-09,17595950233
243.67,2015-04-27,37503953087
306.81,2015-10-18,57554897496
218.95,2015-12-16,17579816406
248.08,2015-12-19,17579816406
359.23,2015-09-05,27572716668
213.96,2015-02-16,67510918372
81.85,2015-05-27,67510918372
180.96,2015-07-14,67510918372
110.54,2015-11-28,87514911266
420.70,2015-01-10,27567996208
185.25,2015-02-15,67535784717
266.93,2015-08-28,67535784717
235.73,2015-02-03,67599931535
316.18,2015-10-30,67599931535
254.25,2015-02-11,77522797708
353.63,2015-05-04,77522797708
94.93,2015-10-24,77522797708
273.37,2015-12-10,77522797708
254.86,2015-09-28,57587850013
272.16,2015-09-29,57587850013
27.61,2015-12-21,57587850013
344.88,2015-10-18,87642008926
239.34,2015-12-11,87642008926
147.92,2015-07-22,87584841244
227.63,2015-07-25,87584841244
60.18,2015-08-05,37673130450
115.13,2015-01-30,27646001806
274.77,2015-04-15,27646001806
110.36,2015-11-19,27646001806
285.30,2015-10-11,47646040216
351.75,2015-10-17,47646040216
120.03,2015-09-14,97509787016
413.11,2015-12-25,17544874412
153.57,2015-09-19,77526857197
59.89,2015-09-21,77526857197
104.53,2015-04-21,57563826385
25.94,2015-10-02,57563826385
283.54,2015-02-16,37630104256
7.82,2015-02-26,67553717921
219.31,2015-11-13,67553717921
158.99,2015-01-30,57566942932
12.57,2015-11-20,57566942932
27.89,2015-12-31,27505822564
313.09,2015-04-05,57592747454
89.24,2015-07-09,77508979976
187.04,2015-07-15,77508979976
180.14,2015-11-22,07575975237
330.47,2015-12-30,07575975237
379.93,2015-05-13,37570798685
400.86,2015-05-19,37570798685
14.84,2015-09-20,37570798685
192.55,2015-12-26,37570798685
215.12,2015-11-25,37619113954
48.16,2015-12-27,37619113954
6.95,2015-12-27,37619113954
79.74,2015-12-27,37619113954
184.62,2015-12-31,37619113954
355.94,2015-12-31,37619113954
205.26,2015-09-04,77577753663
111.31,2015-09-04,37576817850
72.75,2015-09-23,57597896459
179.94,2015-10-28,57597896459
6.93,2015-11-10,57597896459
340.90,2015-12-07,57597896459
235.70,2015-03-27,67536806046
244.28,2015-10-09,67536806046
265.23,2015-12-11,67536806046
413.04,2015-04-18,07681002226
304.70,2015-11-03,07681002226
53.77,2015-04-27,97645091412
119.08,2015-12-31,97645091412
85.39,2015-01-27,87515955764
288.06,2015-12-26,87515955764
142.74,2015-12-29,87515955764
63.41,2015-12-30,87515955764
64.97,2015-12-30,87515955764
353.58,2015-07-25,27602117819
159.28,2015-09-24,27602117819
112.98,2015-09-02,17626096869
182.94,2015-09-25,17506965492
30.34,2015-10-26,17506965492
98.92,2015-02-04,27574961223
147.57,2015-02-17,27574961223
313.29,2015-10-11,27574961223
100.29,2015-11-27,77511715762
235.20,2015-12-01,77511715762
101.89,2015-12-10,77511715762
406.80,2015-02-12,37589844470
277.07,2015-05-31,37589844470
249.12,2015-10-26,37589844470
405.94,2015-11-03,37589844470
55.72,2015-05-24,77500880154
131.45,2015-06-19,77500880154
41.47,2015-01-14,47668124805
268.16,2015-02-14,27550979698
48.34,2015-11-10,27550979698
315.44,2015-02-16,57520818197
14.75,2015-06-12,57520818197
54.80,2015-12-11,57520818197
38.12,2015-01-24,77524801197
433.07,2015-03-28,77524801197
345.10,2015-06-19,77524801197
436.41,2015-12-03,77524801197
166.08,2015-12-24,77524801197
151.20,2015-05-07,27509969910
171.22,2015-07-05,67526740393
402.50,2015-01-23,77669124192
19.03,2015-12-11,77669124192
423.98,2015-12-21,77669124192
142.25,2015-01-20,27511858542
170.09,2015-03-09,27511858542
7.58,2015-01-23,67540922137
45.45,2015-11-05,67540922137
97.94,2015-11-30,67540922137
81.48,2015-12-01,67540922137
234.55,2015-11-05,87586964330
171.01,2015-12-12,87586964330
27.51,2015-12-17,87586964330
390.41,2015-12-17,87586964330
59.39,2015-10-09,57532789805
5.37,2015-11-25,57532789805
161.66,2015-12-07,57532789805
204.75,2015-12-20,57532789805
303.78,2015-07-28,17517875719
55.18,2015-03-29,67617014446
35.60,2015-12-17,47665065113
122.69,2015-12-26,47665065113
72.31,2015-04-27,37527963049
56.52,2015-11-02,37527963049
231.55,2015-09-16,67629139496
27.38,2015-11-29,27515776789
293.42,2015-12-18,27515776789
311.15,2015-12-22,27515776789
428.93,2015-03-14,27518916209
207.25,2015-05-25,27518916209
407.91,2015-02-09,97592737516
190.57,2015-09-11,77657006957
125.33,2015-09-27,77518781153
15.07,2015-10-16,77518781153
144.86,2015-01-12,77542742311
130.92,2015-07-02,77542742311
25.55,2015-07-10,37508846496
173.01,2015-09-17,87670048683
30.68,2015-12-13,77675088632
140.13,2015-12-23,77675088632
355.88,2015-12-28,77675088632
350.79,2015-11-16,17595914904
18.73,2015-11-30,17595914904
335.31,2015-07-23,37539993257
42.69,2015-09-04,17575899179
227.12,2015-10-17,17633136070
207.07,2015-09-11,97564982784
279.89,2015-08-28,47651099377
36.53,2015-10-11,47651099377
196.44,2015-12-01,47651099377
37.59,2015-10-27,87645113610
227.28,2015-12-05,87645113610
291.81,2015-12-31,87645113610
166.25,2015-12-31,87645113610
67.47,2015-09-21,67691015411
288.24,2015-10-22,67691015411
325.47,2015-08-21,37627025627
68.77,2015-09-25,37627025627
310.07,2015-12-04,67569728666
502.50,2015-12-16,67569728666
90.00,2015-09-01,87519976997
283.46,2015-07-20,87535880310
210.79,2015-12-14,87535880310
383.75,2015-11-22,07562734556
302.68,2015-12-10,07562734556
195.58,2015-06-30,57585966827
275.30,2015-08-27,57585966827
222.14,2015-09-17,87674140769
201.22,2015-11-07,87674140769
338.28,2015-06-02,37559805636
397.81,2015-09-16,47518809215
415.56,2015-09-04,17679024002
215.93,2015-07-23,67645004286
19.70,2015-07-25,67645004286
269.25,2015-08-17,07699035508
170.07,2015-02-08,47607098842
135.06,2015-10-15,47607098842
223.48,2015-12-14,47607098842
218.02,2015-12-23,47607098842
70.27,2015-05-06,47698051920
363.48,2015-07-06,47698051920
89.31,2015-09-13,47698051920
94.18,2015-12-18,67514783307
223.94,2015-12-22,67514783307
360.60,2015-03-28,27655057675
66.05,2015-03-30,27655057675
300.97,2015-01-29,97646043069
254.76,2015-02-22,97646043069
238.70,2015-05-10,27556979738
37.49,2015-07-17,27556979738
149.28,2015-09-09,27556979738
141.70,2015-10-13,27556979738
332.65,2015-12-01,27556979738
59.92,2015-07-30,37591818159
265.27,2015-12-06,37591818159
313.04,2015-12-17,37591818159
153.91,2015-12-09,67564965548
121.50,2015-05-23,07547771231
